Nom.Kods,Nom.Nosaukums,Beigu daudzums,"Beigu vid. cena, EUR",Nom.PCAPVNE.Cena
0003001,Šķīvis 20.5 cm 100 gab,"2,000","2,50","3,81"
0003003,"Vārti 1,5*W3M divviru","0,000","0,00","194,07"
0003007,Atkritumu kont. 110 L bēšs,"20,000","24,7685","40,84"
0003010,"Vārti 1,25 m *4 m divviru","2,000","142,08","212,73"
00030230,Slēdzene ārd. lielā 22 mm misiņota,"11,000","6,7182","11,50"
0003025,Palete Aeroc,"83,000","3,5572","8,15"
0003027,Vārti h1.5*w4m DIVVIRU,"1,000","157,65","238,44"
0003056,Pīta poliam aukla 3 mm 500 m P4203,"11172,000","0,0367","0,07"
0003122,Tortes spices 30 cm papīra,"0,000","0,00","0,04"
0003162,Spirālveidīgs skrāpis Mega,"5,000","0,412","0,63"
0003167,Uzgrieznis din 6923 M8,"46,000","0,1641","0,28"
0003171,Lāpsta -plata m.kātu 125 cm delux,"9,000","5,7689","11,08"
0003205,Divpusējs urbis metālam 3.2mm,"2,000","0,475","0,73"
0003246,Atdure ar kristālu antīka,"29,000","1,921","3,02"
0003253,Atdure ar kristālu misiņš,"11,000","1,9209","3,02"
0003274,Quelyd Vinyl  līme 300g LMQV,"338,000","1,5636","2,77"
0003291,Slēdzene mēb.,"20,000","1,2095","1,91"
0003338,Cilindrs 30*30 hromēts,"20,000","2,2055","3,33"
0003345,Cilindrs 40/40 mm misiņš,"20,000","3,586","5,71"
0003355,"Stieple žogam 1,5mm*100m cink.","34,000","2,6647","4,43"
0003362,"Stieple žogam 1,7mm*100m PVC","53,000","2,6125","2,90"
0003379,Žogs Decorat 0.4*10 m 15*9 cm,"8,500","5,0153","7,58"
0003529,Cilindrs 45/45 mm misiņš,"13,000","4,8638","7,78"
0003543,Slēdzene mēbeļu,"31,000","0,7081","1,12"
0003550,Cilindrs 30/30 mm antīks,"8,000","3,5425","5,36"
0003567,"Multicilindrs 30/30 mm,m.hroms","1,000","5,05","7,94"
0003581,Multicilindrs 45/45 mm,"3,000","6,6167","10,40"
0003635,Vārtiņu atspere,"5,000","2,206","3,47"
0003642,Eņģe metināmā 140 mm,"116,000","1,3802","2,18"
0003659,Rokturis 20 mm niķelēts,"94,000","0,7683","1,21"
0003666,Koda atslēga,"3,000","18,7667","29,52"
0003697,Durvju numuriņš 0,"12,000","0,4842","0,74"
0003703,Durvju numuriņš 1,"56,000","0,5248","0,94"
0003734,Durvju numuriņš 4,"7,000","0,5971","0,94"
0003796,Atdure cinkota,"10,000","3,301","5,19"
0003805,"Žogs 0,8*25m 75*100 mm 2,2 mm","33,000","15,7273","27,33"
0003829,"Žogs 0,8*25m 50*100mm 2,5 mm","8,000","23,3213","35,56"
0003843,"Žogs 0,8*25m 50*63mm 2,5 mm","17,000","30,60","54,94"
0003850,"Žogs 1,0*25m 50*63mm 2.5mm","18,000","35,9661","62,72"
0003904,Knaibles skavošanas žogam,"2,000","13,07","21,14"
0003969,Cimdi mēbeļādas izm. 10,"6,000","0,7117","1,08"
0004007,Pretplāksne cinkota,"28,000","0,5957","0,92"
0004011,Vena tual.papīra turētājs,"14,000","2,1186","3,33"
0004011,Vena tual.papīra turētājs 04011,"72,000","2,0974","3,33"
0004014,Slēdzene mēbeļu,"33,000","0,7661","1,21"
0004021,Krampis antīks,"199,000","0,9533","1,49"
0004037,Saliekamais nazis 62525,"1,000","1,33","2,03"
0004066,Izlīdz. java grīdām Sakret BAM 25 kg,"198,000","4,0107","6,25"
0004076,"Aizbīdnis, antīks","4,000","3,3875","5,32"
0004090,Eņģes 2 gb 40*87 mm,"67,000","0,5264","0,83"
0004093,Cilpa stipr. 60 mm,"37,000","0,7062","1,07"
0004106,Eņģes 2 gb 50*106 mm,"78,000","0,7968","1,25"
0004109,Cilpa paneļa stipr.,"26,000","0,4777","0,73"
0004113,Margu balsts misiņš,"73,000","2,7178","4,27"
0004141,Palete Sakret,"142,000","7,5665","10,30"
0004144,Rokturis antīks,"53,000","0,8609","1,41"
0004151,Atdure alumīnija,"27,000","0,5833","0,91"
0004168,Rokturis alumīnija,"24,000","1,0954","1,66"
0004175,Rokturis alumīnija,"24,000","3,6708","5,78"
0004178,Stienis žoga sprieg. 10*1500 mm,"24,000","1,3167","2,09"
0004192,Stienis žoga sprieg. 10*2000 mm,"17,000","1,7541","2,72"
0004202,"L āķis 5,7*65,5 mm","562,000","0,0673","0,16"
0004208,"Stieple žogam 0,9mm*50 m Zn","61,000","0,5487","0,90"
0004215,"Stieple žogam 0,6/30 m Zn","64,000","0,2811","0,47"
0004222,"Stieple žogam 0,8/1,3mm*50 m PV","40,000","0,9125","1,49"
0004236,Cilindrs 50/50 mm hromēts,"13,000","5,7623","9,06"
0004239,"Stieple žogam 0,5/0,9mm*50 m PV","57,000","0,3114","0,51"
0004275,Cietm.urbis akmenim Impact  5*85mm,"30,000","0,626","0,92"
0004282,Cietm.urbis akmen.Impact  6*100,"57,000","0,6967","1,01"
0004299,Cietm.urbis akmenim Impact  8*120 mm,"34,000","0,8947","1,34"
0004339,Frieb grīdas beramā birste Extra,"22,000","1,3595","2,09"
0004350,"5 cietmet. urbju kompl., akmenim","8,000","3,36","5,99"
0004397,Atdure antīka,"34,000","0,7115","1,12"
0004403,Atdure mat.hrom.,"24,000","0,7113","1,12"
0004407,Vileda Puractive sūklis 1 gab,"16,000","0,8625","1,52"
0004411,VT 277 Sensors,"1,000","4,98","7,34"
0004440,"Pagarinātās a/z 3-viet. 3,0m","15,000","1,9633","2,90"
0004444,"Ritenis 10*4,0-4' 75*20 mm ASS","31,000","4,54","6,27"
0004451,"Riepa 3,00-4","23,000","1,8535","3,91"
0004468,"Riepa 3,00-8","44,000","1,8639","2,12"
0004472,Antīks rokturis 175 mm,"136,000","1,4703","2,35"
0004475,"Kamera ritenim 6,50-8","20,000","2,334","3,91"
0004482,"Ritenis 13*4,0-6' 75*16 mm ASS","90,000","6,2721","10,10"
0004494,Pīta poliam aukla 4 mm 400 m P4304,"1965,000","0,0622","0,11"
0004502,Pakaramais,"140,000","0,7175","1,21"
0004519,Pakaramais,"138,000","1,2704","2,18"
0004539,Skrūve din 931 8.8 M10*120,"14,000","1,5229","2,69"
0004560,Skrūve din 931 8.8 M10*150,"4,600","2,0609","3,49"
0004567,Grābeklis 26 zari pl.met. kāts,"5,000","2,806","4,24"
0004571,Atslēgas sagatave,"101,000","0,1423","0,23"
00045863,"Stūra leņķis 2,5*90*106*106mm ar ribu NK-301-003","181,000","0,7683","1,14"
0004611,Kvadrātstabs 40*60 mm*2.5m,"27,000","8,8393","13,90"
0004614,Skrūve din 931 8.8 M10*200,"5,000","2,594","4,40"
0004632,Koda atslēga hromēta,"2,000","32,60","51,28"
0004645,Skrūve din 931 8.8 M12*50,"19,000","1,0611","1,75"
0004703,Kombinējamās kāpnes  3*11,"5,000","109,438","172,14"
0004723,Standartspuldze 200w E27 mat. 015008 AFR200,"26,000","1,3804","2,06"
0004730,Spuldze E27300W,"96,000","0,7861","1,20"
0004734,Ķerra 130 L,"13,000","32,6546","49,80"
0004756,"Skavas 53 tips 11,4*8 mm 1000 gab","28,000","1,9993","3,34"
0004763,"Skavas 53 tips 11,4*10 mm 1000 gab","0,000","0,00","3,41"
0004766,Jacobs Kronung malta 250 g,"208,000","2,4995","3,12"
0004773,Jacobs Kronung malta 500 g,"89,000","4,6958","6,35"
0004787,"Skavas 53 tips 11,4*14 mm 1000 gab","3,000","2,4667","3,77"
0004815,Spuldze Conc. R39 30W E14 015251,"387,000","1,0834","1,31"
0004816,Multicilindrs 30/45 mm,"9,000","5,6911","8,95"
0004819,Savilce zaļa 200*4.8,"8,000","1,5363","2,32"
0004821,"Amello apilsīnu terpentīns 0,5 L","4,000","3,955","6,03"
0004823,Multicilindrs 30/55 mm,"8,000","6,0038","9,45"
0004830,Multicilindrs 35/45 mm,"7,000","5,7629","9,06"
0004857,Panelis 1.53*2.5 m,"28,000","16,1979","27,21"
0004953,Aizvērējs 40-85 kg brūns,"3,000","30,0933","47,34"
0004985,Lotus Classic kabatl. 4-kārt. 6*9 gb,"116,000","0,6252","0,94"
0004991,Eņģe metināmā 70 mm,"18,000","0,3983","0,63"
0004994,Žoga stabs multi 16*1000 mm,"16,000","1,5788","2,40"
0005018,Quelyd Express Super tapešu līme 250g,"346,000","1,3758","2,42"
0005029,Asmeņu kopšanas līdzeklis,"20,000","4,026","6,77"
0005037,Žāvētājs traukiem mazais dzeltens,"78,000","1,9236","3,27"
0005038,Erismann tapetes 10.05*1.06 m,"11,000","7,70","11,67"
0005039,Salvetes  mēbeļu tīsīšanai 40 gab,"11,000","1,1127","1,74"
0005041,El.pāreja LX6050B,"4,000","0,9075","1,38"
0005045,Skava U-veida 40*60 mm Inox,"113,000","1,0699","1,68"
0005046,Salvetes ādas mēbeļu tīrīšanai 40 gab,"5,000","1,082","1,64"
0005076,Kombinējamās kāpnes  2*9,"0,000","0,00","92,57"
0005083,Ķerra Prof. ar PP kulbu,"19,000","24,4305","38,45"
0005107,"CS 1004 TV antenas spraudnis, metāla, vadā","224,000","0,3284","0,48"
0005152,Cimdi Vinil M izmērs 100 gb,"140,000","0,037","0,06"
0005175,Cirvis 45 cm 930 g,"3,000","9,85","14,90"
0005222,"Yplon paklāju tīrīš. aeresols 0,69","81,000","1,4919","2,53"
0005242,Žāvētājs traukiem mazais bēšs,"82,000","1,908","3,27"
0005246,Yplon līdz.mēbeļu kopšanai 250 ml,"127,000","1,0239","1,71"
0005266,Žāvētājs traukiem mazais marmors,"28,000","1,7496","2,50"
0005274,Vakuma pelnu tīrītājs 18 L,"12,000","16,5283","25,20"
0005380,Žoga stabs multi 16*1500 mm,"23,000","1,6548","2,43"
0005416,Standartspuldze 15W E27 kl,"90,000","0,3851","0,73"
0005441,Augu balsts 700*350*175 mm,"48,000","1,0498","1,71"
0005454,Standartspuldze 40W E27 kl.,"139,000","0,2704","0,41"
0005458,Augu balsts 1000*350*150 mm,"8,000","1,4225","2,15"
0005461,OS 40W E27 230V,"70,000","0,185","0,28"
0005478,Standartspuldze 60W E27,"70,000","0,2454","0,37"
0005492,Standartspuldze 75W E27 kl.,"84,000","0,241","1,20"
0005515,Standartspuldze 100W E27 kl.,"132,000","0,227","0,34"
0005515,AUT.DROŠINĀTĀJS PAR-10A MELNS,"8,000","2,1175","3,33"
000552,Aerosola krāsa Ceramix 400 ml,"47,000","3,3549","5,17"
0005522,Standartspuldze 100W E27 mat.,"259,000","0,2276","0,34"
0005525,Caurule 8*1.0,"29,000","0,4128","0,63"
0005549,Caurule 12*1.0,"22,500","0,6973","1,07"
0005557,Augu režģis 145*40 cm,"31,000","2,1097","3,33"
000557,Aerosola univers.smēreļļa Multoil 400 ml,"15,000","1,7167","2,53"
0005589,Jacobs Kronung šķīštošā 100 g,"57,000","3,5949","5,52"
0005620,Maisītāja rokturis M31-IMP,"12,000","2,0367","3,41"
0005632,Pan. 50*200/4 1.53*2.5 ZN EU,"5,000","15,712","25,00"
0005648,L profils 20*20*2.0,"44,000","1,3518","2,06"
0005652,Eurofala loksne 1250*1150mm sarkana,"175,000","6,985","10,98"
0005700,Panelis 50*200/4 2.03-2.5 EU,"32,000","23,9003","37,59"
0005708,Hermētiķis Akrila Omega 280 ml,"75,000","0,5976","0,91"
0005726,Aerosols dekorēšanai 150 ml ar spīd.,"9,000","2,3467","3,69"
0005782,Svečveida sp. Kerzen 40W E14,"96,000","0,3293","0,51"
000580,"Agroplēve rullis 3,2*250m 1036","220,000","0,1544","0,23"
0005812,Svečveida sp. Kerzen 60W E14,"90,000","0,3414","0,51"
0005853,L profils 25*25*2m,"25,000","3,6568","5,58"
0005884,Alum.prof.15*15*1.5-2m 151515-2,"63,000","1,679","2,56"
0005908,"L āķis 6,9*100mm","117,000","0,1135","0,23"
0005935,Bumbiņveida sp.Troffen 40W E14,"250,000","0,3673","0,55"
0005946,"Vārti 1,7*1m kvadr.zaļi","0,000","0,00","216,38"
0006015,Vena spogulis balts 745*520 mm,"6,000","11,4833","17,37"
0006017,Spuldze Dulux 11W/827 G23,"76,000","1,7139","3,16"
0006020,Pīta poliam aukla 5 mm 300 m P4205,"3795,000","0,0972","0,17"
0006029,SikaSil-E 300 ml silikona mastika,"48,000","1,7965","2,93"
0006066,Vārti 2.0X1M,"4,000","148,305","233,28"
0006103,Grābeklis 12 zari 40*11/164 cm,"1,000","5,21","7,88"
0006140,Baterija CR2016 lithium,"14,000","0,7114","1,12"
00061504,Pakulas 200gr.,"6,000","0,8967","1,32"
0006157,Baterija Litija Konnoe BL5,"18,000","0,7117","1,12"
0006164,Baterija Litija Konnoc BL5,"23,000","0,7113","1,08"
000620,"Aizbīdnis 318,200mm dzeltena metāla 48-122","77,000","1,7381","3,02"
000623,Aizbīdnis 318-300mm dzeltena metāla 48-058,"134,000","2,1643","3,59"
000624,"Aizbīdnis 318,600mm dzeltena metāla 48-060","101,000","3,4339","5,51"
0006250,Dušas turētājs plastm.hrom.,"2,000","1,095","1,66"
0006257,Stiprinājums stieplei zaļš,"55,000","0,27","0,43"
000629,Aizbīdnis mēb. 368-50MM misiņots 48-072,"178,000","0,242","0,43"
000630,"Aizbīdnis mēb.368,70 mm misiņots 48-073","103,000","0,2572","0,41"
0006306,Kāpnes mājsaimn.-3 pak. Alu Eco Plus 0270/407,"1,000","18,81","28,46"
000633,"Aizbīdnis 384,35 mm niķelēts 48-126","60,000","0,3847","0,61"
000635,"Aizbīdnis 384,60mm,misiņots 48-135","287,000","0,6179","1,04"
000636,"Aizbīdnis 384,30mm,niķelēts 48-125","332,000","0,3479","0,58"
000637,"Aizbīdnis 384-30mm,misiņots 48-131","147,000","0,3478","0,58"
000638,Aizbīdnis 384-35mm misiņots 48-132,"92,000","0,3791","0,61"
000639,"Aizbīdnis 384,40 mm niķelēts 48-052","409,000","0,4366","0,67"
000640,"Aizbīdnis 384,50 mm niķelēts 48-127","90,000","0,6442","1,05"
000641,"Aizbīdnis 384,60mm niķelēts 48-053","290,000","0,6293","1,11"
0006443,"Āķis + kokskrūve 7,6*100 mm","20,000","0,957","1,45"
000646,"Aizbīdnis 401,150 mm, iekaļams bronzas 48-019","29,000","1,249","1,95"
000647,"Aizbīdnis 401,200mm iekaļams, bronzas  50-168","52,000","1,7535","2,99"
000648,"Aizbīdnis 401, 200mm, iekaļams, misiņots 48-020","49,000","1,5988","2,48"
000650,"Aizbīdnis 401,150mm iekaļams, misiņots 48-019","112,000","1,5323","2,55"
0006506,Šeikelis 5 mm,"110,000","0,1101","0,20"
0006515,Fresh & Clean ziepes virtuvei 300 ml,"65,000","1,4411","2,21"
0006515,F&C šķidrās ziepes virtuvei 300 ml,"11,000","1,4418","2,26"
000653,"Aizbīdnis 455,120mm dzeltene metāla 48-057","110,000","1,8565","3,10"
000654,"Aizbīdnis 455, 70mm, dzeltena metāla 48-054","357,000","1,0534","1,75"
000655,"Aizbīdnis 455,100 mm dzeltena metāla 48-056","100,000","1,389","2,31"
000656,Aizbīdnis 455-85 mm dzeltena metāla 48-055,"191,000","1,2639","2,09"
0006603,Kāpnes mājsaimn.-6 pak. Alu Eco Plus 0270/406,"3,000","23,3467","41,96"
0006620,Maisītāja ventilis 1/2 ker.,"60,000","1,6167","2,53"
0006670,Skrūve din933 8.8 M4*20,"138,000","0,115","0,21"
000668,"Aizbīdnis 384,40mm misiņots 48-133","126,000","0,4389","0,67"
0006707,Kvadrātstabs 40*60mm 3.2 m,"0,000","0,00","17,83"
0006752,Katliņu beržamie metāla,"537,000","0,4221","0,67"
0006756,Grozs Alfa 1 koši zils,"15,000","0,816","1,20"
0006762,SuperCobra aeros.pret lidoj./rāpojoš. 400 ml,"533,000","1,5397","2,59"
0006776,Kamera 3.5-4,"16,000","1,1413","1,79"
0006781,5 figūrzāģa asmeņi T 101 B,"577,000","0,5985","1,00"
0006790,Kamera 3.5-8,"16,000","1,4625","2,31"
0006798,5 figūrzāģa asmeņi T 101 AO,"87,000","0,8009","1,22"
0006806,"L āķis 4,9*70 mm balts 5757","318,000","0,0975","0,16"
0006806,Kamera 4.0-8,"22,000","1,59","2,50"
0006811,5 figūrzāģā asmeņi T 111 C,"157,000","0,4727","0,75"
0006835,5 figūrzāģā asmeņi T 119 B,"85,000","0,3574","0,57"
0006837,Vārtu vērtne 1.20*4M vārtiem,"0,000","0,00","182,64"
0006842,5 figūrzāģā asmeņi T 144 D,"184,000","0,5154","0,81"
0006859,5 figūrzāģā asmeņi T 244 D,"61,000","0,5666","0,84"
000686,"Aizbīdnis 318,400mm dzeltena metāla 48-059","130,000","2,5723","4,31"
0006866,Delta sanitārais silikons bezkrāsains 260 ml,"10,000","1,119","1,69"
0006867,Baterija AA/HR6 BL2,"14,000","2,3121","3,39"
0006883,Vileda Sensitive cimdi M-8,"28,000","0,8507","1,57"
0006890,Vileda Sensitive cimdi L-9,"4,000","0,94","1,44"
000691,"Aizc.AC-45 noslēgmeh.,brūni rokt.uzl. 200Z-35822/22-WC","11,000","2,6545","3,91"
0006923,"Tapetes 5539-05 1,06*10 m","6,000","5,88","8,89"
0006941,5 figūrzāģa asmeņi T 119 BO,"74,000","0,5582","0,84"
0006981,Savilce melna 200*4.6 mm,"14,000","0,9136","1,44"
0007012,"Vena plaukts, balts, 580mm E007.01","28,000","4,4536","7,00"
0007101,Dakša ar zemi Makel M02,"1320,000","0,1388","0,84"
0007118,Kontaktligzda b/z Makel M40,"142,000","0,3575","0,64"
0007119,Smilšpap. ūd. NWA224 AQUA 230*280mm No180,"219,000","0,1668","0,30"
0007132,Kontaktligzda ar/z M03,"123,000","0,4799","0,84"
0007170,Dakša bez/z Makel M01,"549,000","0,301","0,54"
0007263,Fibro LPE222RULX(S5) ED-125/65mm 8*10 Nr.40,"1178,000","0,2173","0,36"
0007270,Fibro LPE222RULX(S5) ED-125/65mm 8*10 Nr.80,"2104,000","0,1983","0,33"
0007283,5 figūrzāģā asmeņi T 118 G,"122,000","0,536","0,85"
0007290,5 figūrzāģa asmeņi T 118 A,"78,000","0,6237","0,97"
0007294,Fibro LPE222RULX(S5) ED-125/65mm 8*10 Nr.120,"1268,000","0,193","0,30"
0007300,Fibro LPE222RULX(S5) ED-125/65mm 8*10 Nr.150,"529,000","0,193","0,30"
0007306,5 figūrzāģā asmeņi T 118 B,"64,000","0,5091","0,81"
0007317,Fibro LPE222RULX(S5) ED-125/65mm 8*10 Nr.180,"795,000","0,1884","0,30"
0007320,5 figūrzāģā asmeņi T 227 D,"95,000","0,7001","1,04"
0007337,5 figūrzāģa asmeņi T 218 A,"1424,000","0,2163","3,71"
0007382,5 figūrzāģā asmeņi T 318 B,"36,000","1,0472","1,59"
0007680,Nazis vatei,"3,000","9,1633","13,52"
0007701,Norma pods ar vāku 90 gr izvads balts,"0,000","0,00","60,33"
0007859,Drakons degošs šķidrums 1L,"52,000","0,971","1,52"
0007876,"Tapetes 5528-03 1,06*10 m","18,000","6,2172","9,68"
0007934,"PVH izolācijas lente, melna 33*19","51,000","1,1667","1,72"
0007970,Pīta poliāmīda aukla 6mm 180 m,"3262,500","0,1606","0,28"
0008015,Ieliktnis saldētavām kvadrāta 0.75 L,"1,000","1,34","2,03"
0008139,Veļas pulveris Mayeri Color 2 kg,"1,000","3,13","4,61"
0008149,Serla plēve cepšanai 20 m,"48,000","1,8788","3,04"
0008156,"Tapetes 3849-07 1,06*10 m","4,000","5,88","8,89"
00082512,Cimdi S,"5,000","0,412","0,63"
0008307,Fibro LPE222RULX(S5) ED-125/65mm 8*10 Nr.100,"2142,000","0,1888","0,30"
0008718,Lamināta ieklāšanas instruments Mini Tak-Tik,"16,000","5,1225","7,56"
0008882,"Pagarinātājs a/z 4-viet. 5,0m","9,000","2,9533","4,40"
0008933,Bonaria OceanBreeze gaisa atsv.,"10,000","0,822","1,41"
0008964,Bonaria RedFruits gaisa atsv.,"4,000","0,7125","1,08"
0009016,"Vena ziepju trauks, balts","36,000","2,1881","3,51"
0009018,Šamota ķieģeļ (ugunsdrošie)i sa5 350gab/pal,"1033,000","0,6934","1,12"
0009171,Putu Tīrītājs DB PUR Remover 100 ml,"0,000","0,00","5,11"
000929,Aizsargbrilles CP-986400,"1,000","0,60","0,88"
0009303,Adapteris 3 vietīgie  M32,"46,000","1,402","2,29"
0009304,Kauss 295 ml,"1,000","2,35","3,59"
0009322,Troses fiksators 2 mm,"993,000","0,0029","0,20"
0009393,Seashells zils 50*40 cm kontūrs,"22,000","2,9927","5,15"
0009406,Ķēžu savienatāji 4 mm,"474,000","0,153","0,24"
0009430,5 figūrzāģa asmeņi T 144 DF 2608634567,"78,000","1,4785","2,31"
0009606,Karabīne 6*60 mm,"272,000","0,1511","0,23"
000967,Aizsargvāciņš dabīgs,"290,000","0,0642","0,10"
0009733,"Erisman tapetes 10 m*1,06 m","11,000","6,8318","10,39"
0009757,"Erisman tapetes 10 m*1,06 m","30,000","6,8323","10,39"
0009831,SuperCobra aeros.pret lidojoš. 400 ml,"281,000","1,3391","1,98"
0009848,SuperCobra aeros.pret rāpojoš. 400 ml,"153,000","1,3227","1,98"
0009885,Siltināts puskombinezons Virginia izm. XXXL,"0,000","0,00","15,50"
0009973,Chenille 50*40 cm kontūrs,"7,000","3,3886","5,18"
0009991,Kanna 15 L ar krānu,"50,000","6,531","9,96"
0010001,Eurowa vanna 160*70 cm,"7,000","45,4886","71,56"
0010003,Fibro LPE222RULX(S5) ED-125/65mm 8*10 Nr.60,"1510,000","0,2037","0,34"
0010013,Slīpējamais disks 125 mm K60,"14,000","2,4757","3,83"
00100179,Koka tapas 16*155 100 gb,"124,200","3,6602","13,45"
0010022,Prima-Alu ar alumīnija foliju pārkl. papīrs,"1604,000","0,4222","0,77"
0010023,Tepiķis Chenille zaļš 60*90 cm tepiķis,"6,000","8,6467","14,00"
0010027,Fibro LPE222RULX(S5) ED-125/65mm 8*10 Nr.240,"1553,000","0,187","0,28"
0010030,Chenille 50*40 cm kontūrs,"4,000","3,40","5,18"
0010068,Slīpējamais disks 125 mm K80,"4,000","2,29","3,47"
0010106,"Plakannailes komn\binētas 160mm, 0-010","0,000","0,00","7,81"
0010106,"Vītņgriezis Geko 1/2""","1,000","3,60","5,45"
0010119,Eņģe bez gala misiņota O13 E001191303 01011,"878,000","0,244","0,40"
0010137,"Telefona plakanknaibles taisnas 160mm,01-013","0,000","0,00","7,16"
0010148,Rullo žalūzijas Woda 220*165,"2,000","18,805","29,58"
0010174,Troses fiksators 3 mm,"32,000","0,17","0,27"
001021,Aizvākotājs burku griežamais pusautom. 5547.1,"7,000","4,2671","6,67"
0010223,Ruļļu žalūzijas Lins SPEC 120x195,"1,000","13,40","21,09"
0010226,Gumijas āmurs 65 mm,"1,000","0,73","1,12"
0010233,Gumijas āmurs 90 mm,"1,000","2,77","4,23"
0010233,Bonaria Citrus gaisa atsv.,"0,000","0,00","1,35"
0010288,Bonaria WhiteFlow gaisa atsv.,"5,000","0,712","1,08"
0010331,Eņģe 3-pirkstu bez. g.misiņ.,"60,000","0,6682","1,05"
001035,Ajax trauku mazgāš.līdz. Balsam 750 ml,"1,000","0,86","1,27"
0010369,Bļoda 35 cm apaļa,"4,000","1,1175","1,65"
0010394,Namdara āmurs 450 g GS,"1,000","4,13","6,29"
0010447,"Eņģe 4-p ar gultni,regul., bihr.","73,000","4,3095","6,37"
0010454,"Eņģe 4-p regulējama, bihrom 01045","326,000","1,8535","2,89"
0010461,"Eņģe 4-p., regulējama, bihrom O16 01046","315,000","2,2347","3,34"
0010489,"Neilona savilces 4.8*350 mm,melnas","4,000","1,3525","2,12"
0010569,Pagarinātāji 2gr. 5m. b/z. MGP 104 0001056,"6,000","2,365","3,93"
0010588,Spuldze Duluxs 9W/840 G23 DS9840,"5,000","1,75","2,87"
0010607,Eņģe ar dek.galu bronzota,"56,000","0,4196","0,64"
0010608,"Mūrnieka āmurs 0,7 kg 01060","1,000","6,30","9,62"
0010618,Spuldze Dulux 11W/840 G23,"11,000","1,9209","2,97"
0010645,Eņģe balta O15,"115,000","1,4302","2,46"
0010751,"O20 Eņģe 4-p., regulējam, bihrom 01075","82,000","5,2071","7,87"
0010760,"Sūknis dārza QDVX 13-8 0,75 kW Delfin","0,000","0,00","75,31"
0010809,Stieple ar cilpu A-125 mm,"511,000","0,0432","0,07"
0010812,"Dek.uzl. 4-p.regul.eņģei ar gult., mat./niķ.","21,000","1,29","2,01"
0010816,Stieple ar cilpu A-250 mm,"562,000","0,0607","0,10"
0010823,Stieple ar cilpu A-500 mm,"507,000","0,1105","0,20"
0010830,Stieple ar cilpu A-1000 mm,"176,000","0,2298","0,34"
0010878,Dubultatspere SF-1,"849,000","0,1024","0,17"
001089,"Akmens flīzes Castillo, bronza","17,710","14,0988","22,14"
0010904,Ķēžu savienatāji 5 mm,"718,000","0,1774","0,28"
0010939,Stieple ar cilpu A-750 mm,"81,000","0,1537","0,24"
0010966,Slīplentas BTX223 Clotex 75*533mm No40,"158,000","0,8094","1,25"
0010977,Adaptea F ligzda uz F ligzdu,"51,000","0,138","0,20"
0010980,Slīplentas BTX223 Clotex 75*533mm No80,"188,000","0,6999","1,07"
0011028,Darba cimdi adīti,"357,000","0,1999","0,33"
0011094,"Yplon atkaļķ. tabl.veļas mašīn. 0,24","36,000","1,3447","2,43"
00111115,Sild.el. 1200W SE 5R 80,"6,000","5,54","13,92"
001113,"Akrila emalja kaloriferiem, balta 0,80L","33,000","4,2297","6,33"
00111399,Sild.el. 2000W SE 10R 100,"9,000","9,5289","14,54"
001118,Akrila krāsa Renostyl 1L 0101040,"97,000","3,9003","7,19"
0011315,Vīle flīzēm pusapaļa 150mm 01131,"3,000","3,77","7,13"
0011322,Vīle flīzēm plakana 150mm 01132,"1,000","3,83","7,13"
001140,Armatūras sienamās stieple 140 mm 1.2 mm,"6,000","3,6283","5,53"
0011443,Vileda Glitzi sūklis 1 gab,"125,000","0,2407","0,41"
001146,"Akrit-7 0,95 L/M 17009","6,000","3,9683","5,95"
0011506,"Frēzes kokam 15-35mm, 5gab. 02450","55,000","3,4413","6,80"
0011556,"Persil Gold Green 1,5 L","10,000","4,587","6,92"
0011563,"Persil Gold Color 1,5 L","71,000","4,3873","6,00"
0011592,Kabelis TV RG-6/1.0 022220 9649001,"4191,000","0,1044","0,16"
0011684,TA 4 gz.tel. kabelis plakanais,"60,000","0,0683","0,10"
0011707,TA 6 dz.tel.kabelis apaļais SS6 balts,"155,000","0,107","0,17"
0011771,Pagarinātāji 3gr. 3m a/z MGP 133,"1,000","2,85","4,31"
0011943,Šķērssavienotājs-CD,"123,000","0,1622","0,24"
0011950,Enkuriekare ar sviru-CD,"1048,000","0,1957","0,34"
